"time","Ca43","Li7_ppm","B11_ppm","Mg24_ppm","Si29_ppm","Mn55_ppm","Fe56_ppm","Co59_ppm","Ni60_ppm","Cu63_ppm","Cu65_ppm","Zn66_ppm","Rb85_ppm","Sr86_ppm","Sr87_ppm","Sr88_ppm","Cd111_ppm","Ba138_ppm","Ce140_ppm","Pb206_ppm","Pb207_ppm","Pb208_ppm","Th232_ppm","PbTotal_ppm","specimen","transect"
6.07767987251282,1023125.18996881,3.38894548533526,5.15089429540397,366.899727562578,10163.1498111136,2.37001250117336,-96.6211613504523,0.674708616873666,2.72316042356315,3.40093539381244,3.30622905608685,8.38924764976095,-0.0521908119512301,2096.32039332633,739.56706253814,2184.97360845583,-0.147465713225061,6.73189533613212,-0.00667670231043717,0.622929119046849,-0.058200136072329,0.572037488265404,-0.00463393625680249,0.444131685041578,"oto01","1"
6.34200000762939,1184810.29628637,4.15634706260993,6.01097382740256,381.877715879379,-12784.2437107984,2.99575183717882,60.9180315855878,0.268310518238629,2.57616313081015,2.05920977465329,1.86715677780482,5.83308345639578,0.1072507320771,1667.25723629665,696.252937678104,2110.97496596271,-0.127276495539673,4.3321491462111,-0.00576262091917355,0.537646525682505,0.159561008813224,0.318008994138031,-0.00399952442526186,0.336801445028743,"oto01","1"
6.60617995262146,1217542.68215949,7.03991637100604,4.83349460976015,363.725209411385,3166.24666665213,1.61218607680262,-32.097794207595,0.668487549765448,0.748884821442171,1.91843135766068,3.92846861695772,5.33335758209344,0.0549616025768084,2032.73973384758,707.132672012045,2143.04184549268,-0.563480053676054,4.81841375504409,0.127095936363663,0.889100524246016,0.359395374174276,0.56589634143604,-0.00389166899110594,0.599335816033885,"oto01","1"
6.87041997909546,1193260.15984175,4.33060702146306,5.96828117334209,393.668427456922,6006.68673877846,4.56158074333282,112.588294026107,0.214440207633221,1.43679414368038,2.04458260918464,3.42098553050578,3.69531069554292,0.00567884973548897,2045.66809331427,1128.51920722803,2573.33068025118,0.770860679506258,4.77476560604,0.0619839941184344,0.533828631557412,0.783348244265098,0.664684598227166,-0.00397112489756358,0.657766470591498,"oto01","1"
7.13461995124817,1307814.05216103,2.64907903194762,8.75189836108406,358.884626577765,-16819.9144761334,-1.1973172346858,-125.553012062695,0.385202018461813,1.31057394598852,1.30957592188995,1.51236041952125,7.83248853918101,0.0971340328062426,1844.14599051251,715.257063318171,1908.81810585378,-0.115270321400264,4.13940951645552,-0.00521905653232461,0.827553119642605,0.334516452092158,0.0493089125605668,-0.0036222721882657,0.305033385533693,"oto01","1"
7.39891004562378,1566842.25329697,1.58982427479223,5.72450786060404,309.704045612901,661.315559251014,-1.55324511308201,-29.0980342215201,0.440002774127893,1.09338178654352,1.02635814932193,1.11266711318864,3.87556294911173,0.0810367014508757,1214.27484256485,537.220193470131,1640.58018842728,-0.0961672548217323,2.80503336267588,-0.00435414212652516,0.548322881712058,0.279079699822577,0.37304908472539,-0.00302198247058362,0.395093110242783,"oto01","1"
7.66308999061584,2150461.09631195,1.27049284454361,2.73288770070385,177.124678581965,-6615.10227320002,3.69256544532157,-34.4822096626927,0.176406358060769,1.29305738145925,0.313576180606077,0.484561371789875,2.24111573788752,0.0310755874499975,1110.35607405372,449.068938935417,1292.41917884431,-0.318592851836229,1.75393951349568,-0.00317035833785406,0.192336679937706,0.087784107983105,0.319962164178293,-0.00220038133045856,0.23648728489144,"oto01","1"
7.92735004425049,1314570.69356788,3.74490851345654,12.4680325280881,343.873945685733,-3807.29353661932,3.90583286785714,50.5313218119778,0.241749104269621,1.9142043232811,0.829253625761698,0.971322242139624,3.03623906627822,0.142374112460544,1366.9417347876,658.114512273192,1889.92596118301,-0.521765948865724,5.96556683856412,-0.00519217046993317,0.484425248857411,0.332793564546969,0.0490549578008609,-0.0036036184479998,0.219625121473295,"oto01","1"
8.19151997566223,1726994.76646054,3.27058594941727,4.4772787284081,236.288021554952,2683.95247581566,-0.255234435984651,-14.5630009043728,0.327367891919207,1.14652712941,0.69081673911868,0.468439605147028,1.82723133642856,0.108298275632105,1218.96634868614,552.880909785485,1322.09503679983,0.222430019046591,1.49899514819801,-0.00394947818781346,0.239603869709616,0.540717835035721,0.0373141766467264,-0.00274113129397768,0.19894590548279,"oto01","1"
8.45573997497559,1225023.28782068,3.22562901425405,12.8776615139834,320.087136039849,-6671.50529484296,6.7416648155623,-46.5903363150428,0.461932217496174,1.39942694784658,0.466497074869981,0.47021539482612,5.30060301326969,0.054625116624653,1682.03266321683,778.822882181837,2435.12819005225,-0.123084468792035,3.86680214647643,0.0273995126586323,0.15623936394589,0.56008811207804,0.392505242712217,-0.00386787610694263,0.370707498681596,"oto01","1"
8.71995997428894,1243633.29456274,1.80881168275537,7.21687636275174,372.823760932088,-3464.50134418345,-5.69753525865054,44.8718578860953,0.654422169238942,0.948223947606497,0.542934961706631,1.02689918941623,4.21547143390289,-0.0912648219118946,1543.0356704588,568.247498235732,1700.63157162787,-0.121236808172088,2.5828008129926,-0.00548926630200921,0.691271945788895,0.151992622857995,0.637685364850704,-0.00380982421087151,0.542415085123828,"oto01","1"
8.98421001434326,1900854.02624621,3.6097238830099,1.14362671845636,281.987157282351,5399.75801006393,0.601358804523125,-110.372094363605,0.297365601861133,0.197987535222677,0.845648242900262,0.548320137866209,5.16476906148903,0.0983730762370495,1349.42462919527,531.482034451455,1354.64616957774,-0.360510963208831,1.50996955394537,-0.00358752738887491,0.217645579856725,0.0993352981806872,0.0885885131505434,-0.00248992417526106,0.122786754068489,"oto01","1"
9.24842000007629,1310915.03047856,5.23893633058468,-1.16853320496544,356.433348710793,-5080.92552504054,0.872775382815909,-22.9415452324087,0.384289521003057,0.491368131813525,0.989871628807632,0.617556916185343,4.95225476322716,0.00516770297664742,1794.99161058021,665.926046583514,1739.62582207303,0.29323406222131,1.76087417172486,0.0255991142205789,0.315877778969198,0.144169308870622,0.446096600987539,-0.00361372776784699,0.346350050457199,"oto01","1"
9.51255989074707,1262380.08597253,3.70764958336201,7.10939512453314,328.79746704658,2202.01750246094,3.62185935629526,-83.4326869270801,0.349997512316073,0.510317493761498,0.617046216852024,0.271146984246832,-0.139545918452267,-0.0422694539099484,1663.94101700536,626.780593397372,1623.74429004648,0.304542070870604,3.17052229110928,-0.00540751884079189,0.504518278719679,-0.0471370257955951,0.133530534796499,-0.00375309412744241,0.185078648655576,"oto01","1"
9.77681994438171,1981651.69054495,1.74657070365177,6.70493504001193,254.749220388552,4900.95318430899,0.396318968651402,31.0136151910651,0.253966298844037,1.67311026021015,0.392646515589458,0.879310799259929,1.80204268486591,-0.0875219357632154,1259.23995090583,464.94673561265,1356.92335216895,-0.0759974553663092,1.07834642685169,-0.00344098196647837,0.433328964405924,-0.029994850173435,0.242351985018674,-0.00238821857267965,0.228893637621415,"oto01","1"
10.0409200191498,1848191.26290864,3.05569781690906,6.85599339106147,237.516349140538,-12771.2949934497,2.25017911678675,-28.6373439124519,0.171805711610092,1.36038222057576,0.196701474118465,0.563977466209667,3.50960513222711,0.0036623211642798,1159.46546328413,394.484397564297,1163.57093239181,-0.0814966438937162,1.91932410550862,-0.003689979509405,1.06676376651446,0.102172257627349,0.372405294952885,-0.00256103721133916,0.483787183792749,"oto01","1"
10.3050398826599,1112169.5243825,5.08491277393955,6.96098086565563,420.230532353914,-3248.30797350157,-2.51231406587293,-168.308689623028,0.620506935747195,1.06069817913459,0.23399081787397,1.35891236836648,7.34001936706034,-0.0479981803430186,1772.74140671554,671.083751120751,2200.79729011042,0.345814797893805,3.90498690076375,-0.00614040436927796,0.572896744021022,0.393572219260693,0.245243238534083,-0.00426176173444036,0.358882683175879,"oto01","1"
10.5692200660706,1335860.17133057,2.04748766505016,5.792016977505,354.863677007677,36.7480020625164,4.30313378715629,-102.090688048018,0.330690903618836,0.482167254628301,0.272357622053577,1.13070851405601,7.97934826333861,-0.0849461562600205,1790.67135509507,615.756447838883,1702.59703974477,-0.1128419225851,1.85466678963173,-0.00510924203171438,0.810144708552388,0.327479489822894,0.98303583017391,-0.00354608326752602,0.793619808773141,"oto01","1"
10.833349943161,1380658.12355434,5.67782834238952,11.8696801791911,318.549551290152,393.149720404672,0.976718893619453,-140.816794001172,0.409717802297442,0.853857886076279,0.71431475786744,0.417064628250612,1.98500755124183,0.091995596915595,1465.27516926831,588.23532062539,1854.68496954257,-0.496716275026315,2.93905926714542,-0.00494300820970436,0.783786227411651,0.3168247682063,0.348141852527353,-0.00343071028216815,0.448528586993517,"oto01","1"
11.0975298881531,1542314.39092057,2.087805710518,10.2219141088781,298.320818400649,3457.94593025596,-0.650367287316145,-52.3503504950339,0.24613917668014,1.80419798918023,0.639258584435259,0.373241831927152,-1.19443887964652,0.0823292244027949,1292.15090179943,452.740525210889,1462.54927749424,-0.444523528087008,2.33751666712035,-0.00442362780406651,0.268370383181442,-0.0385605931252836,0.176676663570441,-0.00307023452392073,0.15140419068389,"oto01","1"
11.3616700172424,1594255.74654118,1.71484103770262,3.68867654042797,307.082995419392,4929.29385436078,0.268433679287523,5.75509160164766,0.160374540283008,0.571506513415188,0.228108225218721,0.654026164975491,1.97968005721345,0.00424707509321156,1585.48711333596,621.620691768422,1553.85305988417,-0.430005569867796,2.544343787036,-0.00427916262927609,0.119968982730225,0.118486440651063,0.170906894263596,-0.00296996973224192,0.146459471493814,"oto01","1"
11.6259899139404,1187443.43512218,3.32809470099044,1.83294861799038,369.226901192954,-2968.32662083339,2.04101429347872,60.0892191001969,0.476601108404557,1.66918006333201,0.306509722601596,0.288314705128397,2.30902605947273,0.157666991620143,1679.91910676708,807.056081188922,2188.20335539974,-0.57779902799233,3.51397113905308,-0.00574992795580283,-0.0264267240307414,0.159210765243324,0.22964837320416,-0.00399076260411586,0.150377660801046,"oto01","1"
11.8902099132538,1344963.05382381,2.03360370592061,4.37434086631877,475.378354018375,11935.3644826177,2.29571840619597,56.679300947769,0.328447090713363,1.27428127637725,0.656189902860065,1.81792908944536,5.4461359359049,0.0497402349811296,1468.17135984833,537.739834624031,1550.90940969163,0.68365254285194,3.39509857966167,-0.00507459137039346,0.473458038399017,0.510008485936447,0.357410000853279,-0.0035220444024816,0.419499086683025,"oto01","1"
12.1545498371124,1268119.74900286,3.30744201746112,7.0771786140574,366.431189408541,473.961179532777,3.00013487793949,-14.6881034711564,0.348410137310353,1.56266873181755,0.450597994334525,0.454189704573255,1.83301146355886,0.100184632869639,1452.01941844621,715.899433556194,1794.45375566356,-0.540927872062844,3.55692449960869,0.0264659438830218,0.150916744534708,0.149051751304107,0.297064007975452,-0.00373611930345958,0.227700452484983,"oto01","1"
12.41890001297,1190077.10358699,3.11639822721831,4.94549622663672,396.931342074962,-3718.5950528117,-2.51916770226338,-135.25489303715,0.371331965334281,1.89029214285595,0.741867642658964,1.07326747632053,5.10625961469984,-0.0448460551766344,1546.83958637712,688.148664201166,2038.59061830963,0.323100840506412,4.21809471334144,-0.00573718118681717,0.535277919599436,1.20322747210371,0.316608125026899,-0.0039819227927194,0.566911946761878,"oto01","1"
12.683109998703,1909510.91884965,1.8127140666509,5.01860031833795,269.208603823845,8916.31463831031,-0.765793075935738,-88.0439822030184,0.13384427071646,1.03672647745881,0.787522627256553,0.668088034474398,4.05078983114471,0.129388173336337,1147.65367286813,409.018788067453,1122.60735808585,-0.0788735711987105,2.47795981914526,-0.00357128560815196,0.682822888425311,0.618964247572383,0.523776925135066,-0.00247867229483986,0.583557970443919,"oto01","1"
12.9472999572754,1133351.17370107,1.55631901679224,7.37605174887921,355.632267839478,4376.63564639617,7.51487790469113,34.0907550494878,0.335258965361354,1.74911977623621,0.77912564405397,0.508381709599629,5.73057770035676,0.0590589789055633,1883.16883862563,780.981723148945,2345.54611301238,-0.133071874546863,3.18387737196529,-0.00602532168082449,0.562161820163595,-0.052522636845646,0.240647917635258,-0.0041819133159139,0.254869534073741,"oto01","1"
13.2116098403931,1178558.71327148,3.35329189007588,4.46945950811542,474.273503619249,6747.58163827263,-6.57676347061703,-65.0881816867822,0.269741507925046,0.319724177480135,0.396890059915537,1.48045007378829,4.44881641875691,-0.0963212645859249,1738.5268536733,722.407871265293,1897.92174167251,0.326267967186843,3.30095812891032,-0.00579345408862175,-0.0266268340839041,0.582257004557046,-0.0335882247309322,-0.00402098652349298,0.10474425563566,"oto01","1"
13.4758498668671,1587041.66937165,2.64121028888108,4.87314224082964,310.550361945916,-2164.25836975546,1.62252373383596,50.5868583784448,0.200146021695948,0.742554529767935,0.359830570695878,0.657008548018946,4.08838955380916,0.155742176540095,1258.84165535268,520.528183812287,1464.47357766081,-0.0949382677532517,2.80487499049916,-0.00429869900354527,0.40106844184217,-0.0374717219238899,0.237225432331441,-0.00298354329305271,0.21653938458933,"oto01","1"
13.740180015564,1556742.54525963,3.00491018349377,6.55549261516718,309.191672788288,-10953.3662090003,-1.82591234904328,-29.2847380289596,0.403065359217148,1.44397065782056,0.23361940755419,0.669827799742653,5.50614877821388,0.120172677078599,1304.83046111695,498.546586075323,1715.98990228738,-0.440389343794361,3.51222686282855,-0.00438257622379465,0.122868686843969,0.759575800383762,0.0414063930780476,0.0329523596515833,0.220764922808338,"oto01","1"
14.0043299198151,1183493.92542941,2.92835315352564,10.7192145606467,429.890362417561,13912.7986796784,-0.632126036858249,9.8322814808498,0.216218112088095,1.44870569188875,1.44760189302262,0.881762642887839,6.54374085111283,0.107371947149592,1573.27046822139,747.20310715337,1739.38714251243,-0.579728615519684,5.53048246707524,0.0283647500051933,0.161744756366573,1.63004744628635,0.670214851648087,-0.00400418491647331,0.75639924431941,"oto01","1"
