specimen,length,weight,structure_weight,region,collection_year,percent_affected,other_problem,broken,side,read_age,sample_date,final_age,common_name,run_number,scan_name,file_name,session_title,comments
97,136,22,0.0278,LPW,2020,0,0,0,R,,11/3/20,,PACIFIC COD,2,LPW202001202_97_OA2,PACIFIC_COD_LPW202001202_97_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
97,136,22,0.0278,LPW,2020,0,0,0,R,,11/3/20,,PACIFIC COD,3,LPW202001202_97_OA3,PACIFIC_COD_LPW202001202_97_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
97,136,22,0.0278,LPW,2020,0,0,0,R,,11/3/20,,PACIFIC COD,4,LPW202001202_97_OA4,PACIFIC_COD_LPW202001202_97_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
98,111,10,0.0203,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,1,LPW202001202_98_OA1,PACIFIC_COD_LPW202001202_98_OA1.0,NIR_LPW202001202_otoliths,
98,111,10,0.0203,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,2,LPW202001202_98_OA2,PACIFIC_COD_LPW202001202_98_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
98,111,10,0.0203,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,3,LPW202001202_98_OA3,PACIFIC_COD_LPW202001202_98_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
98,111,10,0.0203,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,4,LPW202001202_98_OA4,PACIFIC_COD_LPW202001202_98_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
99,147,22,0.0343,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,1,LPW202001202_99_OA1,PACIFIC_COD_LPW202001202_99_OA1.0,NIR_LPW202001202_otoliths,
99,147,22,0.0343,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,2,LPW202001202_99_OA2,PACIFIC_COD_LPW202001202_99_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
99,147,22,0.0343,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,3,LPW202001202_99_OA3,PACIFIC_COD_LPW202001202_99_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
99,147,22,0.0343,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,4,LPW202001202_99_OA4,PACIFIC_COD_LPW202001202_99_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
100,143,27,0.0258,LPW,2020,0,0,0,R,,11/9/20,,PACIFIC COD,1,LPW202001202_100_OA1,PACIFIC_COD_LPW202001202_100_OA1.0,NIR_LPW202001202_otoliths,
100,143,27,0.0258,LPW,2020,0,0,0,R,,11/9/20,,PACIFIC COD,2,LPW202001202_100_OA2,PACIFIC_COD_LPW202001202_100_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
100,143,27,0.0258,LPW,2020,0,0,0,R,,11/9/20,,PACIFIC COD,3,LPW202001202_100_OA3,PACIFIC_COD_LPW202001202_100_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
100,143,27,0.0258,LPW,2020,0,0,0,R,,11/9/20,,PACIFIC COD,4,LPW202001202_100_OA4,PACIFIC_COD_LPW202001202_100_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
101,131,20,0.0225,LPW,2020,0,0,0,R,,11/9/20,,PACIFIC COD,1,LPW202001202_101_OA1,PACIFIC_COD_LPW202001202_101_OA1.0,NIR_LPW202001202_otoliths,
101,131,20,0.0225,LPW,2020,0,0,0,R,,11/9/20,,PACIFIC COD,2,LPW202001202_101_OA2,PACIFIC_COD_LPW202001202_101_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
101,131,20,0.0225,LPW,2020,0,0,0,R,,11/9/20,,PACIFIC COD,3,LPW202001202_101_OA3,PACIFIC_COD_LPW202001202_101_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
101,131,20,0.0225,LPW,2020,0,0,0,R,,11/9/20,,PACIFIC COD,4,LPW202001202_101_OA4,PACIFIC_COD_LPW202001202_101_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
102,141,27,0.0272,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,1,LPW202001202_102_OA1,PACIFIC_COD_LPW202001202_102_OA1.0,NIR_LPW202001202_otoliths,
102,141,27,0.0272,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,2,LPW202001202_102_OA2,PACIFIC_COD_LPW202001202_102_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
102,141,27,0.0272,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,3,LPW202001202_102_OA3,PACIFIC_COD_LPW202001202_102_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
102,141,27,0.0272,LPW,2020,0,0,0,L,,11/9/20,,PACIFIC COD,4,LPW202001202_102_OA4,PACIFIC_COD_LPW202001202_102_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
103,164,46,0.0294,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,1,LPW202001202_103_OA1,PACIFIC_COD_LPW202001202_103_OA1.0,NIR_LPW202001202_otoliths,
103,164,46,0.0294,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,2,LPW202001202_103_OA2,PACIFIC_COD_LPW202001202_103_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
103,164,46,0.0294,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,3,LPW202001202_103_OA3,PACIFIC_COD_LPW202001202_103_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
103,164,46,0.0294,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,4,LPW202001202_103_OA4,PACIFIC_COD_LPW202001202_103_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
104,176,49,0.0435,LPW,2020,0,0,0,R,,11/16/20,,PACIFIC COD,1,LPW202001202_104_OA1,PACIFIC_COD_LPW202001202_104_OA1.0,NIR_LPW202001202_otoliths,
104,176,49,0.0435,LPW,2020,0,0,0,R,,11/16/20,,PACIFIC COD,2,LPW202001202_104_OA2,PACIFIC_COD_LPW202001202_104_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
104,176,49,0.0435,LPW,2020,0,0,0,R,,11/16/20,,PACIFIC COD,3,LPW202001202_104_OA3,PACIFIC_COD_LPW202001202_104_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
104,176,49,0.0435,LPW,2020,0,0,0,R,,11/16/20,,PACIFIC COD,4,LPW202001202_104_OA4,PACIFIC_COD_LPW202001202_104_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
105,133,18,0.027,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,1,LPW202001202_105_OA1,PACIFIC_COD_LPW202001202_105_OA1.0,NIR_LPW202001202_otoliths,
105,133,18,0.027,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,2,LPW202001202_105_OA2,PACIFIC_COD_LPW202001202_105_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
105,133,18,0.027,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,3,LPW202001202_105_OA3,PACIFIC_COD_LPW202001202_105_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
105,133,18,0.027,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,4,LPW202001202_105_OA4,PACIFIC_COD_LPW202001202_105_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
106,125,17,0.0249,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,1,LPW202001202_106_OA1,PACIFIC_COD_LPW202001202_106_OA1.0,NIR_LPW202001202_otoliths,
106,125,17,0.0249,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,2,LPW202001202_106_OA2,PACIFIC_COD_LPW202001202_106_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
106,125,17,0.0249,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,3,LPW202001202_106_OA3,PACIFIC_COD_LPW202001202_106_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
106,125,17,0.0249,LPW,2020,0,0,0,L,,11/16/20,,PACIFIC COD,4,LPW202001202_106_OA4,PACIFIC_COD_LPW202001202_106_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
107,137,16,0.0258,LPW,2020,0,0,0,R,,11/16/20,,PACIFIC COD,1,LPW202001202_107_OA1,PACIFIC_COD_LPW202001202_107_OA1.0,NIR_LPW202001202_otoliths,
107,137,16,0.0258,LPW,2020,0,0,0,R,,11/16/20,,PACIFIC COD,2,LPW202001202_107_OA2,PACIFIC_COD_LPW202001202_107_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
107,137,16,0.0258,LPW,2020,0,0,0,R,,11/16/20,,PACIFIC COD,3,LPW202001202_107_OA3,PACIFIC_COD_LPW202001202_107_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
107,137,16,0.0258,LPW,2020,0,0,0,R,,11/16/20,,PACIFIC COD,4,LPW202001202_107_OA4,PACIFIC_COD_LPW202001202_107_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
108,140,24,0.0282,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,1,LPW202001202_108_OA1,PACIFIC_COD_LPW202001202_108_OA1.0,NIR_LPW202001202_otoliths,
108,140,24,0.0282,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,2,LPW202001202_108_OA2,PACIFIC_COD_LPW202001202_108_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
108,140,24,0.0282,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,3,LPW202001202_108_OA3,PACIFIC_COD_LPW202001202_108_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
108,140,24,0.0282,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,4,LPW202001202_108_OA4,PACIFIC_COD_LPW202001202_108_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
109,154,32,0.0348,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,1,LPW202001202_109_OA1,PACIFIC_COD_LPW202001202_109_OA1.0,NIR_LPW202001202_otoliths,
109,154,32,0.0348,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,2,LPW202001202_109_OA2,PACIFIC_COD_LPW202001202_109_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
109,154,32,0.0348,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,3,LPW202001202_109_OA3,PACIFIC_COD_LPW202001202_109_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
109,154,32,0.0348,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,4,LPW202001202_109_OA4,PACIFIC_COD_LPW202001202_109_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
110,130,18,0.0224,LPW,2020,0,0,0,L,,11/23/20,,PACIFIC COD,1,LPW202001202_110_OA1,PACIFIC_COD_LPW202001202_110_OA1.0,NIR_LPW202001202_otoliths,
110,130,18,0.0224,LPW,2020,0,0,0,L,,11/23/20,,PACIFIC COD,2,LPW202001202_110_OA2,PACIFIC_COD_LPW202001202_110_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
110,130,18,0.0224,LPW,2020,0,0,0,L,,11/23/20,,PACIFIC COD,3,LPW202001202_110_OA3,PACIFIC_COD_LPW202001202_110_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
110,130,18,0.0224,LPW,2020,0,0,0,L,,11/23/20,,PACIFIC COD,4,LPW202001202_110_OA4,PACIFIC_COD_LPW202001202_110_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
111,172,39,0.0371,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,1,LPW202001202_111_OA1,PACIFIC_COD_LPW202001202_111_OA1.0,NIR_LPW202001202_otoliths,
111,172,39,0.0371,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,2,LPW202001202_111_OA2,PACIFIC_COD_LPW202001202_111_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
111,172,39,0.0371,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,3,LPW202001202_111_OA3,PACIFIC_COD_LPW202001202_111_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
111,172,39,0.0371,LPW,2020,0,0,0,R,,11/23/20,,PACIFIC COD,4,LPW202001202_111_OA4,PACIFIC_COD_LPW202001202_111_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
112,117,37,0.0427,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,1,LPW202001202_112_OA1,PACIFIC_COD_LPW202001202_112_OA1.0,NIR_LPW202001202_otoliths,
112,117,37,0.0427,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,2,LPW202001202_112_OA2,PACIFIC_COD_LPW202001202_112_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
112,117,37,0.0427,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,3,LPW202001202_112_OA3,PACIFIC_COD_LPW202001202_112_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
112,117,37,0.0427,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,4,LPW202001202_112_OA4,PACIFIC_COD_LPW202001202_112_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
113,124,18,0.0208,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,1,LPW202001202_113_OA1,PACIFIC_COD_LPW202001202_113_OA1.0,NIR_LPW202001202_otoliths,
113,124,18,0.0208,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,2,LPW202001202_113_OA2,PACIFIC_COD_LPW202001202_113_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
113,124,18,0.0208,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,3,LPW202001202_113_OA3,PACIFIC_COD_LPW202001202_113_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
113,124,18,0.0208,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,4,LPW202001202_113_OA4,PACIFIC_COD_LPW202001202_113_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
114,195,74,0.0482,LPW,2020,0,0,0,R,,11/30/20,,PACIFIC COD,1,LPW202001202_114_OA1,PACIFIC_COD_LPW202001202_114_OA1.0,NIR_LPW202001202_otoliths,
114,195,74,0.0482,LPW,2020,0,0,0,R,,11/30/20,,PACIFIC COD,2,LPW202001202_114_OA2,PACIFIC_COD_LPW202001202_114_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
114,195,74,0.0482,LPW,2020,0,0,0,R,,11/30/20,,PACIFIC COD,3,LPW202001202_114_OA3,PACIFIC_COD_LPW202001202_114_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
114,195,74,0.0482,LPW,2020,0,0,0,R,,11/30/20,,PACIFIC COD,4,LPW202001202_114_OA4,PACIFIC_COD_LPW202001202_114_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
115,183,56,0.0471,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,1,LPW202001202_115_OA1,PACIFIC_COD_LPW202001202_115_OA1.0,NIR_LPW202001202_otoliths,
115,183,56,0.0471,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,2,LPW202001202_115_OA2,PACIFIC_COD_LPW202001202_115_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
115,183,56,0.0471,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,3,LPW202001202_115_OA3,PACIFIC_COD_LPW202001202_115_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
115,183,56,0.0471,LPW,2020,0,0,0,L,,11/30/20,,PACIFIC COD,4,LPW202001202_115_OA4,PACIFIC_COD_LPW202001202_115_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
116,177,49,0.0422,LPW,2020,0,0,0,L,,12/7/20,,PACIFIC COD,1,LPW202001202_116_OA1,PACIFIC_COD_LPW202001202_116_OA1.0,NIR_LPW202001202_otoliths,
116,177,49,0.0422,LPW,2020,0,0,0,L,,12/7/20,,PACIFIC COD,2,LPW202001202_116_OA2,PACIFIC_COD_LPW202001202_116_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
116,177,49,0.0422,LPW,2020,0,0,0,L,,12/7/20,,PACIFIC COD,3,LPW202001202_116_OA3,PACIFIC_COD_LPW202001202_116_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
116,177,49,0.0422,LPW,2020,0,0,0,L,,12/7/20,,PACIFIC COD,4,LPW202001202_116_OA4,PACIFIC_COD_LPW202001202_116_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
117,134,19,0.0308,LPW,2020,0,0,0,R,,12/7/20,,PACIFIC COD,1,LPW202001202_117_OA1,PACIFIC_COD_LPW202001202_117_OA1.0,NIR_LPW202001202_otoliths,
117,134,19,0.0308,LPW,2020,0,0,0,R,,12/7/20,,PACIFIC COD,2,LPW202001202_117_OA2,PACIFIC_COD_LPW202001202_117_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
117,134,19,0.0308,LPW,2020,0,0,0,R,,12/7/20,,PACIFIC COD,3,LPW202001202_117_OA3,PACIFIC_COD_LPW202001202_117_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
117,134,19,0.0308,LPW,2020,0,0,0,R,,12/7/20,,PACIFIC COD,4,LPW202001202_117_OA4,PACIFIC_COD_LPW202001202_117_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
118,158,36,0.0349,LPW,2020,0,0,0,L,,12/7/20,,PACIFIC COD,1,LPW202001202_118_OA1,PACIFIC_COD_LPW202001202_118_OA1.0,NIR_LPW202001202_otoliths,
118,158,36,0.0349,LPW,2020,0,0,0,L,,12/7/20,,PACIFIC COD,2,LPW202001202_118_OA2,PACIFIC_COD_LPW202001202_118_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
118,158,36,0.0349,LPW,2020,0,0,0,L,,12/7/20,,PACIFIC COD,3,LPW202001202_118_OA3,PACIFIC_COD_LPW202001202_118_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
118,158,36,0.0349,LPW,2020,0,0,0,L,,12/7/20,,PACIFIC COD,4,LPW202001202_118_OA4,PACIFIC_COD_LPW202001202_118_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
119,151,25,0.0248,LPW,2020,0,0,0,L,,12/21/20,,PACIFIC COD,1,LPW202001202_119_OA1,PACIFIC_COD_LPW202001202_119_OA1.0,NIR_LPW202001202_otoliths,
119,151,25,0.0248,LPW,2020,0,0,0,L,,12/21/20,,PACIFIC COD,2,LPW202001202_119_OA2,PACIFIC_COD_LPW202001202_119_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
119,151,25,0.0248,LPW,2020,0,0,0,L,,12/21/20,,PACIFIC COD,3,LPW202001202_119_OA3,PACIFIC_COD_LPW202001202_119_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
119,151,25,0.0248,LPW,2020,0,0,0,L,,12/21/20,,PACIFIC COD,4,LPW202001202_119_OA4,PACIFIC_COD_LPW202001202_119_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
120,121,13,0.0323,LPW,2020,0,0,0,R,,12/21/20,,PACIFIC COD,1,LPW202001202_120_OA1,PACIFIC_COD_LPW202001202_120_OA1.0,NIR_LPW202001202_otoliths,
120,121,13,0.0323,LPW,2020,0,0,0,R,,12/21/20,,PACIFIC COD,2,LPW202001202_120_OA2,PACIFIC_COD_LPW202001202_120_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
120,121,13,0.0323,LPW,2020,0,0,0,R,,12/21/20,,PACIFIC COD,3,LPW202001202_120_OA3,PACIFIC_COD_LPW202001202_120_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
120,121,13,0.0323,LPW,2020,0,0,0,R,,12/21/20,,PACIFIC COD,4,LPW202001202_120_OA4,PACIFIC_COD_LPW202001202_120_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
121,137,15,0.0387,LPW,2020,0,0,0,L,,12/21/20,,PACIFIC COD,1,LPW202001202_121_OA1,PACIFIC_COD_LPW202001202_121_OA1.0,NIR_LPW202001202_otoliths,
121,137,15,0.0387,LPW,2020,0,0,0,L,,12/21/20,,PACIFIC COD,2,LPW202001202_121_OA2,PACIFIC_COD_LPW202001202_121_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
121,137,15,0.0387,LPW,2020,0,0,0,L,,12/21/20,,PACIFIC COD,3,LPW202001202_121_OA3,PACIFIC_COD_LPW202001202_121_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
121,137,15,0.0387,LPW,2020,0,0,0,L,,12/21/20,,PACIFIC COD,4,LPW202001202_121_OA4,PACIFIC_COD_LPW202001202_121_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
122,140,18,0.0504,LPW,2020,0,0,0,R,,12/21/20,,PACIFIC COD,1,LPW202001202_122_OA1,PACIFIC_COD_LPW202001202_122_OA1.0,NIR_LPW202001202_otoliths,
122,140,18,0.0504,LPW,2020,0,0,0,R,,12/21/20,,PACIFIC COD,2,LPW202001202_122_OA2,PACIFIC_COD_LPW202001202_122_OA2.0,NIR_LPW202001202_otoliths_rescan_1,
122,140,18,0.0504,LPW,2020,0,0,0,R,,12/21/20,,PACIFIC COD,3,LPW202001202_122_OA3,PACIFIC_COD_LPW202001202_122_OA3.0,NIR_LPW202001202_otoliths_rescan_2,
122,140,18,0.0504,LPW,2020,0,0,0,R,,12/21/20,,PACIFIC COD,4,LPW202001202_122_OA4,PACIFIC_COD_LPW202001202_122_OA4.0,NIR_LPW202001202_otoliths_rescan_3,
